year,cid,eci,gini,xgini,gdppc
1967.0,aus,0.631719887,30.99847,42.563965563763404,15900.0
1967.0,aut,2.02240181,34.88228,40.51376859409597,14000.0
1967.0,aze,,,,
1967.0,bel,,32.95835,42.11158621989321,
1967.0,bgd,,41.08242,,
1967.0,bgr,0.560486495,28.06881,43.800513475678244,
1967.0,bhr,,,48.35398786406495,
1967.0,bih,,,,
1967.0,blr,,,,
1967.0,bol,-0.74135828,,49.500003944899596,1080.0
1967.0,bra,-0.223665938,,47.81793189275821,1920.0
1967.0,bwa,,,,
1967.0,can,0.993408799,34.28864,40.724808333567545,16500.0
1967.0,che,2.134814978,,38.765659913917226,
1967.0,chl,0.162046269,43.6185,47.52103317012374,2860.0
1967.0,chn,0.7274886970000001,,44.965219646979534,117.0
1967.0,civ,-0.88917923,46.95129,48.57283342376087,1160.0
1967.0,cmr,-1.156852245,,48.950295142687395,641.0
1967.0,cog,-0.847923517,,46.91242939988886,966.0
1967.0,col,0.258132786,44.14468,48.521694221986245,1630.0
1967.0,cri,0.851323307,,47.122756669586096,2140.0
1967.0,cub,-0.101890892,,46.09621524779779,
1967.0,cyp,,43.6934,45.12857368871274,
1967.0,cze,,22.25089,,
1967.0,deu,,31.41025,39.68370168015506,
1967.0,dnk,1.371090651,31.14101,39.86462617337276,22400.0
1967.0,dom,-0.677599251,47.84678,46.225264388327474,1160.0
1967.0,dza,-0.490693986,40.8256,47.58522039060511,1610.0
1967.0,ecu,-0.736540675,47.63998,47.59892372474821,1690.0
1967.0,egy,-0.048273891,41.67104000000001,48.643522189590854,392.0
1967.0,esp,0.7178633809999999,40.60988,44.81782703653713,9680.0
1967.0,est,,,,
1967.0,eth,-1.079599023,,48.166553553183135,
1967.0,fin,1.571767449,33.34664,39.05041094165974,13200.0
1967.0,fra,1.796353579,,40.99410634391381,14900.0
1967.0,gab,,,46.80284535013219,
1967.0,gbr,1.955350518,,40.254666100461066,15700.0
1967.0,geo,,,,
